claveU,ID,nroViaje,dive,julianoIni,duration,MaxDepth,julianoMax,AvgDepth,MinDepth,BottomTemp,SurfaceTemp,intervaloEnSuperficie,donde,longi,lati,actuBuceo
ANID,60803,1,1063,31.247338,18.33,690.00,31.252083,392.30,12.00,5.2,7.9,2.17,F,-56.320000,-44.282000,x
ANID,60838,2,1080,94.055671,19.17,270.00,94.061343,192.55,2.50,9.1,11.5,2.17,F,-51.750000,-47.602000,x
ANID,60847,1,1085,31.570023,18.17,401.50,31.578704,319.17,5.00,4.7,9.9,1.83,F,-55.997000,-44.222000,x
ANID,60894,2,1108,94.526042,26.33,730.50,94.536458,461.97,6.50,6.5,14.2,2.50,F,-51.469000,-47.731000,x
ANID,60943,1,1133,32.236111,26.83,386.00,32.249537,220.25,2.50,4.6,7.9,1.17,F,-56.353000,-44.180000,x
ANID,60954,2,1138,95.077199,17.83,418.00,95.086458,196.50,3.00,8.9,11.2,2.00,F,-50.952000,-47.760000,x
ANID,60988,2,1155,95.360185,28.17,568.00,95.368866,396.30,7.00,6.6,10.6,2.00,F,-50.945000,-47.805000,x
ANID,60996,2,1159,95.462500,0.67,2.50,95.462500,2.50,2.50,NULL,12.8,1.00,F,-50.713000,-48.017000,x
ANID,61034,2,1178,95.867477,23.67,511.00,95.874190,287.62,7.50,7.9,11.6,1.83,F,-50.517000,-47.820000,x
ANID,61042,2,1182,95.936921,23.33,597.50,95.943866,318.07,5.50,7.6,11.4,2.00,F,-50.601000,-47.854000,x
ANID,61068,2,1195,96.125694,18.83,334.00,96.128935,213.38,3.00,9.7,11.0,1.83,F,-50.373000,-47.899000,x
ANID,61126,2,1224,96.695370,34.33,763.00,96.704861,507.24,9.50,5.8,10.7,2.50,F,-50.236000,-48.113000,x
ANID,61153,1,1238,33.930208,22.00,626.00,33.934491,412.97,10.50,5.6,7.5,2.00,F,-56.560000,-44.416000,x
ANID,61211,1,1267,34.232060,10.17,120.00,34.237153,62.22,6.50,8.1,9.5,1.17,F,-56.127000,-44.404000,x
ANID,61281,1,1302,34.736111,22.67,526.50,34.746759,394.43,3.50,4.4,10.2,2.00,F,-56.085000,-44.442000,x
ANID,61298,2,1310,98.330208,20.17,408.00,98.333102,154.68,5.50,8.5,10.0,1.50,F,-48.082000,-48.530000,x
ANID,61303,1,1313,34.913310,18.00,412.50,34.916782,321.02,5.50,5.8,7.3,1.83,F,-55.925000,-44.415000,x
ANID,61325,1,1324,35.039236,15.50,180.00,35.046296,138.27,8.00,5.5,7.6,1.50,F,-55.810000,-44.309000,x
ANID,61332,2,1327,98.762384,36.17,1042.00,98.774769,609.20,10.50,4.2,6.7,2.17,F,-47.352000,-48.761000,x
ANID,61356,2,1339,99.009838,27.50,775.50,99.017130,445.11,5.00,4.6,6.3,2.17,F,-47.586000,-48.696000,x
ANID,61365,1,1344,35.288426,16.17,98.00,35.290625,62.76,6.00,8.7,9.5,1.33,F,-55.936000,-44.392000,x
ANID,61366,2,1344,99.105208,26.00,127.00,99.121528,75.34,2.50,8.3,8.5,1.67,F,-47.550000,-48.784000,x
ANID,61379,1,1351,35.386227,17.33,364.50,35.389120,270.58,5.00,6.1,6.9,1.33,F,-55.760000,-44.388000,x
ANID,61387,1,1355,35.440856,18.50,405.50,35.449306,315.68,9.00,4.5,7.2,1.83,F,-55.851000,-44.419000,x
ANID,61398,2,1360,99.504745,39.33,583.50,99.513542,452.51,4.50,4.1,6.3,1.83,F,-47.304000,-48.843000,x
ANID,61404,2,1363,99.600116,40.17,638.50,99.617361,504.06,13.00,3.8,6.6,2.00,F,-47.330000,-49.037000,x
ANID,61405,1,1364,35.573611,21.50,481.50,35.582407,364.69,8.50,4.5,7.5,1.83,F,-55.921000,-44.374000,x
ANID,61422,2,1372,99.816204,33.67,529.50,99.835764,380.30,2.50,3.8,6.2,2.67,F,-47.290000,-49.310000,x
ANID,61445,1,1384,35.871065,18.33,415.00,35.874074,327.40,6.00,6.0,7.2,1.83,F,-55.834000,-44.410000,x
ANID,61449,1,1386,35.898843,17.67,398.50,35.904977,312.63,9.50,4.9,7.1,1.83,F,-55.831000,-44.423000,x
ANID,61455,1,1389,35.938889,22.83,378.50,35.942245,273.30,10.50,5.6,7.0,1.67,F,-55.875000,-44.442000,x
ANID,61468,2,1395,100.162616,22.83,173.00,100.168403,99.44,12.00,7.1,9.5,1.83,F,-46.787000,-49.018000,x
ANID,61509,1,1416,36.303472,16.00,107.00,36.307292,66.92,3.00,7.2,8.7,1.33,F,-55.730000,-44.378000,x
ANID,61520,2,1421,100.748958,21.17,727.00,100.757060,435.58,3.50,4.5,6.9,2.00,F,-47.086000,-49.037000,x
ANID,61532,2,1427,100.853009,27.50,508.00,100.859606,355.62,3.50,4.7,6.2,1.67,F,-47.480000,-49.120000,x
ANID,61584,2,1453,101.329630,23.83,241.00,101.341898,139.19,4.00,8.8,11.2,3.00,F,-47.275000,-48.893000,x
ANID,61602,2,1462,101.544213,38.17,561.50,101.563194,455.34,11.50,3.9,6.3,2.00,F,-47.186000,-48.902000,x
ANID,61618,2,1470,101.741551,27.17,635.00,101.752778,442.43,5.00,4.0,6.1,1.83,F,-47.224000,-49.003000,x
ANID,61630,2,1476,101.882639,28.17,189.00,101.892361,132.80,17.50,5.8,7.2,1.67,F,-47.237000,-49.001000,x
ANID,61695,1,1509,37.542014,20.50,443.00,37.549421,349.04,6.50,4.8,10.1,2.00,F,-55.647000,-44.357000,x
ANID,61745,1,1534,37.934028,17.67,372.00,37.937037,286.46,5.50,5.9,7.3,1.83,F,-55.636000,-44.373000,x
ANID,61756,2,1539,103.287963,28.33,850.50,103.295602,503.35,8.00,4.4,6.5,2.00,F,-47.941000,-49.027000,x
ANID,61781,1,1552,38.125231,28.00,667.50,38.136343,357.95,8.00,5.3,7.6,2.17,F,-55.690000,-44.415000,x
ANID,61801,1,1562,38.269907,12.50,102.50,38.272106,54.69,2.50,9.1,10.0,1.50,F,-55.561000,-44.339000,x
ANID,61841,1,1582,38.528588,19.67,434.50,38.532639,340.68,4.50,5.5,7.6,1.67,F,-55.500000,-44.350000,x
ANID,61856,2,1589,104.471065,45.17,563.50,104.491898,444.25,4.50,3.8,6.3,2.00,F,-46.416000,-49.098000,x
ANID,61858,2,1590,104.503819,27.00,591.00,104.515856,404.05,10.00,4.0,8.9,8.50,F,-46.388000,-49.103000,x
ANID,61874,2,1598,104.701042,42.00,732.50,104.720255,508.27,12.00,3.9,7.8,2.33,F,-46.705000,-49.314000,x
ANID,61931,1,1627,39.110532,12.83,187.00,39.113542,142.04,5.00,7.3,8.3,1.67,F,-55.650000,-44.276000,x
ANID,61946,2,1634,105.465162,33.50,561.50,105.471875,443.20,5.00,4.3,5.9,2.00,F,-46.023000,-49.157000,x
ANID,61969,1,1646,39.446991,23.33,444.50,39.452199,334.64,3.00,5.1,7.9,2.00,F,-55.609000,-44.254000,x
ANID,61985,1,1654,39.577778,22.00,494.50,39.583912,372.91,5.50,5.2,10.1,2.00,F,-55.671000,-44.229000,x
ANID,62027,1,1675,39.897222,17.67,406.50,39.903588,320.93,13.50,4.9,7.1,1.67,F,-55.766000,-44.601000,x
ANID,62070,2,1696,106.894097,26.00,176.00,106.897801,127.82,8.00,5.6,6.6,1.50,F,-45.581000,-49.203000,x
ANID,62072,2,1697,106.913194,25.33,227.50,106.920139,137.26,3.00,5.3,6.7,1.50,F,-45.595000,-49.213000,x
ANID,62073,1,1698,40.181250,18.83,213.00,40.186227,72.59,3.50,7.9,9.9,1.33,F,-55.577000,-44.229000,x
ANID,62099,1,1711,40.317824,14.83,147.00,40.322801,86.69,4.00,6.8,8.1,1.50,F,-55.604000,-44.202000,x
ANID,62130,2,1726,107.503819,35.17,567.50,107.521875,446.46,5.00,3.8,6.4,2.17,F,-45.432000,-49.030000,x
ANID,62149,1,1736,40.763657,22.50,486.50,40.774190,365.54,5.50,4.7,8.2,2.00,F,-55.585000,-44.231000,x
ANID,62202,2,1762,108.179745,18.17,162.00,108.185069,93.83,2.50,7.9,8.3,1.67,F,-45.276000,-48.914000,x
ANID,62218,2,1770,108.319792,20.67,165.00,108.323380,91.66,12.00,6.6,8.9,1.67,F,-45.301000,-48.933000,x
ANID,62230,2,1776,108.431481,36.33,517.00,108.448032,410.63,4.50,3.9,6.3,2.17,F,-45.237000,-48.930000,x
ANID,62261,1,1792,41.359491,17.33,592.50,41.364583,284.72,3.00,5.6,7.7,1.67,F,-55.660000,-44.280000,x
ANID,62270,2,1796,108.899769,19.83,141.00,108.904514,103.59,3.00,6.6,7.6,1.33,F,-45.149000,-48.890000,x
ANID,62274,2,1798,108.930903,22.50,164.00,108.935417,114.60,9.00,6.4,7.3,1.50,F,-45.251000,-48.867000,x
ANID,62315,1,1819,41.817708,22.50,664.50,41.825579,392.29,3.00,4.7,7.5,2.00,F,-55.682000,-44.362000,x
ANID,62355,1,1839,42.075694,11.33,119.50,42.080671,73.21,6.00,8.2,8.9,1.50,F,-55.544000,-44.243000,x
ANID,62372,2,1847,109.897454,15.00,183.50,109.906134,114.40,9.00,8.5,9.0,1.67,F,-44.165000,-48.638000,x
ANID,62376,2,1849,109.922106,14.50,375.50,109.925000,169.43,5.50,7.0,8.4,1.67,F,-44.104000,-48.636000,x
ANID,62388,2,1855,109.998843,20.33,214.00,110.001273,134.66,2.50,7.9,8.9,1.33,F,-44.048000,-48.617000,x
ANID,62482,2,1902,110.737847,28.50,603.50,110.743866,437.13,4.50,5.3,7.3,2.00,F,-43.302000,-48.301000,x
ANID,62488,2,1905,110.805903,29.67,603.00,110.814931,366.38,2.50,5.0,7.0,1.83,F,-43.178000,-48.235000,x
ANID,62491,1,1907,43.045023,15.17,167.50,43.048958,78.97,3.50,7.7,8.6,1.17,F,-55.673000,-44.240000,x
ANID,62492,2,1907,110.851157,20.83,439.50,110.858912,238.48,2.50,5.5,7.3,1.67,F,-43.271000,-48.216000,x
ANID,62496,2,1909,110.883796,25.00,250.50,110.893634,151.70,4.00,7.3,7.8,1.67,F,-43.096000,-48.194000,x
ANID,62503,1,1913,43.118634,15.17,127.50,43.125463,70.92,8.00,6.8,9.6,1.33,F,-55.859000,-44.163000,x
ANID,62514,2,1918,111.047569,25.00,730.00,111.054977,413.29,7.00,6.9,10.2,1.67,F,-42.982000,-48.112000,x
ANID,62518,2,1920,111.084491,24.50,696.50,111.092014,414.54,2.50,9.0,11.2,2.00,F,-42.887000,-48.105000,x
ANID,62523,1,1923,43.227662,16.33,97.50,43.228472,50.93,12.00,10.7,10.6,1.33,F,-55.591000,-44.150000,x
ANID,62533,1,1928,43.290162,17.33,103.00,43.294097,53.00,6.00,9.0,10.5,1.33,F,-55.556000,-44.122000,x
ANID,62540,2,1931,111.279630,34.83,420.50,111.298611,275.56,9.50,9.8,11.8,1.67,F,-43.039000,-47.723000,x
ANID,62552,2,1937,111.454745,31.50,688.50,111.470023,421.97,12.00,4.5,7.0,2.00,F,-42.503000,-47.876000,x
ANID,62597,1,1960,43.832639,21.33,747.50,43.838426,447.85,13.00,5.2,8.4,2.17,F,-55.533000,-44.109000,x
ANID,62660,2,1991,112.499074,36.00,773.50,112.514699,502.17,10.00,4.9,9.3,2.00,F,-42.195000,-47.321000,x
ANID,62720,2,2021,113.019676,19.17,502.50,113.025116,310.43,4.00,7.1,9.6,1.67,F,-41.836000,-47.092000,x
ANID,62730,2,2026,113.092130,21.50,597.00,113.100000,393.03,3.00,6.1,9.3,2.00,F,-41.789000,-47.226000,x
ANID,62748,2,2035,113.215741,16.17,590.00,113.221875,367.55,10.00,6.6,9.5,1.67,F,-41.667000,-47.016000,x
ANID,62749,1,2036,45.031134,19.67,688.50,45.037269,347.14,3.00,5.8,8.6,1.83,F,-55.548000,-43.832000,x
ANID,62772,2,2047,113.426852,29.50,743.50,113.436806,446.92,8.50,5.4,9.4,1.83,F,-41.545000,-46.908000,x
ANID,62784,2,2053,113.584491,36.50,713.00,113.593403,513.32,3.50,5.5,9.9,2.17,F,-41.550000,-46.841000,x
ANID,62787,1,2055,45.296528,13.17,59.00,45.304745,38.13,7.00,13.9,14.0,1.17,F,-56.015000,-43.955000,x
ANID,62806,2,2064,113.847454,24.50,273.50,113.851042,197.81,4.00,8.1,10.2,1.67,F,-41.578000,-46.694000,x
ANID,62827,1,2075,45.619792,24.83,533.00,45.626157,387.58,3.50,5.0,8.8,2.17,F,-56.223000,-43.829000,x
ANID,62836,2,2079,114.083333,19.33,472.50,114.086227,333.69,13.00,8.9,9.8,2.00,F,-41.460000,-46.528000,x
ANID,62860,2,2091,114.261343,19.17,502.50,114.267014,337.70,9.50,8.6,11.0,2.17,F,-41.472000,-46.550000,x
ANID,62871,1,2097,46.021181,13.33,111.00,46.028241,57.30,6.50,9.0,10.5,1.50,F,-56.144000,-43.859000,x
ANID,62876,2,2099,114.400347,43.00,550.50,114.420718,385.60,12.00,9.7,13.3,2.00,F,-41.354000,-46.383000,x
ANID,62880,2,2101,114.470370,41.00,716.00,114.482870,470.11,4.00,5.7,8.9,2.00,F,-41.538000,-46.408000,x
ANID,62900,2,2111,114.767940,34.50,849.00,114.780787,508.14,2.50,5.0,8.3,1.83,F,-40.791000,-46.472000,x
ANID,62907,1,2115,46.210185,12.17,140.00,46.211806,72.81,3.50,10.6,10.6,1.33,F,-56.543000,-43.791000,x
ANID,62933,1,2128,46.338310,20.00,294.50,46.348032,196.96,12.50,5.1,7.6,1.67,F,-57.034000,-44.028000,x
ANID,62940,2,2131,115.130093,20.67,583.00,115.135764,373.40,6.50,6.6,8.9,1.83,F,-41.347000,-45.953000,x
ANID,62948,2,2135,115.194792,21.83,602.00,115.199190,394.85,7.00,7.3,9.1,2.00,F,-41.247000,-46.092000,x
ANID,62960,2,2141,115.308796,18.33,321.00,115.314699,254.72,17.50,7.0,9.1,1.83,F,-41.441000,-45.995000,x
ANID,62970,2,2146,115.392708,29.17,559.00,115.397454,326.82,9.50,6.8,8.8,1.83,F,-41.321000,-46.062000,x
ANID,62980,2,2151,115.531134,35.83,494.50,115.549306,408.29,6.50,5.3,10.3,2.00,F,-41.410000,-46.057000,x
ANID,62992,2,2157,115.700694,36.33,709.50,115.713889,413.89,7.50,5.2,9.0,1.67,F,-40.994000,-45.906000,x
ANID,62993,1,2158,46.919213,25.00,610.50,46.923611,432.40,5.50,6.0,8.3,2.33,F,-56.673000,-44.003000,x
ANID,63002,2,2162,115.831713,34.67,624.00,115.841667,330.17,6.50,5.4,8.7,1.83,F,-41.408000,-45.951000,x
ANID,63011,1,2167,47.054051,9.83,75.50,47.057639,54.08,6.50,11.8,11.6,2.00,F,-56.641000,-44.045000,x
ANID,63036,2,2179,116.116088,21.83,367.50,116.128125,228.62,3.00,7.1,9.5,2.50,F,-41.214000,-45.974000,x
ANID,63046,2,2184,116.186574,21.50,396.00,116.198148,269.09,14.00,6.5,9.0,2.17,F,-41.305000,-45.810000,x
ANID,63117,1,2220,47.904861,28.33,715.00,47.916088,456.94,2.50,4.4,8.2,2.17,F,-56.313000,-44.465000,x
ANID,63138,2,2230,117.110301,22.33,393.00,117.122801,256.43,2.50,6.3,8.7,2.17,F,-41.334000,-45.730000,x
ANID,63157,1,2240,48.104051,13.67,112.00,48.107523,55.88,8.50,9.1,10.6,1.50,F,-56.054000,-44.379000,x
ANID,63168,2,2245,117.347685,16.67,649.00,117.353356,334.04,5.00,9.9,12.5,2.00,F,-41.331000,-45.704000,x
ANID,63184,2,2253,117.495602,32.67,476.50,117.512731,328.48,5.50,9.9,13.1,2.00,F,-40.959000,-45.881000,x
ANID,63210,2,2266,117.852894,25.50,336.50,117.863310,239.49,6.00,6.6,8.8,2.17,F,-41.390000,-45.638000,x
ANID,63232,2,2277,118.034722,0.33,3.00,118.034838,2.75,2.50,NULL,10.5,2.17,F,-41.489000,-45.621000,x
ANID,63242,2,2282,118.107523,17.00,333.50,118.115741,199.88,4.00,7.4,9.3,1.50,F,-41.448000,-45.583000,x
ANID,63250,2,2286,118.172222,22.83,289.50,118.177662,219.52,11.50,7.3,8.9,1.83,F,-41.405000,-45.554000,x
ANID,63267,1,2295,48.899306,23.00,666.50,48.908565,449.31,10.00,4.6,9.5,2.17,F,-56.004000,-44.508000,x
ANID,63268,2,2295,118.332523,16.67,425.00,118.339005,242.66,13.50,6.9,9.1,1.83,F,-41.392000,-45.507000,x
ANID,63278,2,2300,118.412963,33.50,513.00,118.429282,361.23,6.50,5.5,8.7,1.83,F,-41.444000,-45.502000,x
ANID,63330,2,2326,119.002546,23.67,387.00,119.014005,263.09,7.00,6.2,8.8,2.50,F,-41.471000,-45.364000,x
ANID,63388,2,2355,119.522222,49.17,574.50,119.545486,404.22,8.00,5.1,8.8,2.00,F,-41.459000,-45.328000,x
ANID,63426,2,2374,119.996296,15.50,388.00,120.002894,220.82,3.50,6.8,9.1,1.83,F,-41.455000,-45.338000,x
ANID,63434,2,2378,120.055208,28.67,449.50,120.071296,265.75,6.50,6.2,9.2,2.83,F,-41.398000,-45.362000,x
ANID,63478,2,2400,120.389931,21.50,414.00,120.393519,246.25,13.50,7.5,8.8,1.50,F,-41.241000,-45.376000,x
ANID,63487,1,2405,50.284722,12.83,86.50,50.286806,63.93,9.50,8.9,10.4,1.83,F,-55.828000,-44.861000,x
ANID,63496,2,2409,120.586227,46.83,570.50,120.608912,388.97,3.00,5.5,8.7,1.67,F,-41.156000,-45.308000,x
ANID,63510,2,2416,120.793171,31.83,849.00,120.801042,455.87,2.50,5.1,7.7,1.83,F,-41.417000,-45.326000,x
ANID,63554,2,2438,121.152315,19.67,338.50,121.154977,221.88,4.50,8.3,9.1,1.67,F,-41.300000,-45.288000,x
ANID,63570,2,2446,121.279051,22.50,350.50,121.291782,231.21,2.50,6.3,8.7,2.17,F,-41.124000,-45.332000,x
ANID,63590,2,2456,121.448611,26.33,380.50,121.462500,270.32,4.00,6.5,9.3,2.50,F,-41.111000,-45.271000,x
ANID,63616,2,2469,121.796991,31.17,616.00,121.808218,350.58,4.00,5.4,7.9,2.00,F,-41.049000,-45.262000,x
ANID,63624,2,2473,121.868866,18.50,375.50,121.878935,229.36,5.50,6.7,8.7,2.00,F,-40.797000,-45.289000,x
ANID,63653,1,2488,51.476620,30.00,500.50,51.492593,317.86,9.00,6.4,9.7,2.00,F,-57.147000,-44.844000,x
ANID,63656,2,2489,122.143519,22.00,359.00,122.150926,202.83,4.50,7.0,9.1,1.67,F,-40.948000,-45.273000,x
ANID,63696,2,2509,122.475579,49.67,597.50,122.500810,411.21,2.50,7.3,11.1,1.83,F,-40.883000,-45.243000,x
ANID,63706,2,2514,122.640046,46.50,916.50,122.662616,581.50,5.00,4.7,10.4,2.33,F,-40.791000,-45.233000,x
ANID,63752,2,2537,123.071065,23.00,320.50,123.077778,201.22,3.50,7.1,9.1,2.17,F,-40.670000,-45.260000,x
ANID,63755,1,2539,52.312500,17.83,489.00,52.316782,240.01,4.50,6.3,8.4,2.00,F,-57.231000,-44.834000,x
ANID,63781,1,2552,52.533333,30.00,753.00,52.547338,485.57,8.50,4.3,8.3,2.00,F,-55.936000,-44.900000,x
ANID,63786,2,2554,123.314583,22.50,263.50,123.327083,199.56,4.50,6.6,8.9,1.83,F,-40.560000,-45.297000,x
ANID,63836,2,2579,123.845486,23.00,299.50,123.856481,188.25,8.00,6.8,9.5,2.17,F,-40.456000,-45.341000,x
ANID,63837,1,2580,53.092014,18.17,602.50,53.098843,362.34,11.00,5.5,8.7,1.83,F,-56.675000,-45.226000,x
ANID,63871,1,2597,53.363542,21.50,769.00,53.369907,428.56,6.00,5.3,8.3,2.00,F,-55.848000,-45.197000,x
ANID,63915,1,2619,53.874074,22.67,630.00,53.881944,414.38,8.00,4.6,8.4,2.00,F,-56.080000,-45.163000,x
ANID,63916,2,2619,124.511921,48.83,590.50,124.537847,415.36,7.50,7.6,13.0,2.00,F,-40.133000,-45.280000,x
ANID,63980,2,2651,125.190856,25.17,312.50,125.196181,182.69,4.00,7.8,9.2,1.83,F,-40.359000,-45.340000,x
ANID,64010,2,2666,125.496296,54.83,614.50,125.520833,436.38,3.00,4.8,9.9,1.83,F,-39.786000,-45.263000,x
ANID,64061,1,2692,55.122801,23.17,179.00,55.130440,117.70,8.00,5.9,10.1,1.83,F,-56.278000,-45.170000,x
ANID,64088,2,2705,126.335417,25.67,323.50,126.344329,175.70,8.00,6.8,10.3,1.67,F,-40.477000,-45.362000,x
ANID,64154,2,2738,127.080556,19.17,247.00,127.088310,182.97,5.00,9.1,10.9,1.67,F,-39.940000,-45.146000,x
ANID,64173,1,2748,56.099769,36.33,650.50,56.114815,487.29,5.50,4.4,8.1,2.33,F,-56.987000,-45.669000,x
ANID,64186,2,2754,127.321181,16.83,332.50,127.326968,158.95,7.50,8.2,9.7,1.67,F,-39.767000,-44.990000,x
ANID,64202,2,2762,127.468981,36.50,906.50,127.485301,502.17,4.00,4.6,9.8,10.00,F,-39.799000,-44.941000,x
ANID,64204,2,2763,127.501273,27.83,589.50,127.508565,410.45,2.50,5.9,8.8,2.83,F,-39.863000,-44.933000,x
ANID,64207,1,2765,56.324190,18.17,142.50,56.335648,102.68,6.00,6.1,8.6,1.83,F,-56.881000,-45.695000,x
ANID,64253,1,2788,56.779398,28.50,677.00,56.788657,477.85,9.00,4.5,8.6,2.17,F,-56.577000,-45.411000,x
ANID,64312,2,2817,128.169329,23.83,504.50,128.175810,219.13,3.00,6.6,8.8,2.00,F,-39.643000,-44.799000,x
ANID,64330,2,2826,128.303241,18.67,185.50,128.308565,143.02,10.00,8.4,9.1,2.17,F,-39.636000,-44.784000,x
ANID,64333,1,2828,57.365162,23.83,483.50,57.373148,298.45,5.50,5.2,8.1,2.17,F,-56.981000,-45.965000,x
ANID,64346,2,2834,128.473032,46.17,512.50,128.494907,424.26,4.00,5.0,8.1,2.17,F,-39.660000,-44.758000,x
ANID,64368,2,2845,128.797685,42.00,514.50,128.822685,344.53,9.00,5.2,8.0,2.83,F,-39.599000,-44.736000,x
ANID,64383,1,2853,57.898727,20.83,705.00,57.904977,432.90,12.00,5.0,7.6,2.17,F,-57.598000,-46.174000,x
ANID,64384,2,2853,128.970255,27.50,177.00,128.984491,137.45,9.50,8.2,9.4,1.83,F,-39.637000,-44.708000,x
ANID,64460,2,2891,129.788079,33.83,586.00,129.799190,371.19,3.50,5.1,7.6,2.00,F,-39.411000,-44.537000,x
ANID,64502,2,2912,130.157870,20.33,299.50,130.166667,190.46,7.50,6.7,8.7,1.67,F,-39.318000,-44.433000,x
ANID,64503,1,2913,59.037153,20.17,205.50,59.044792,135.94,4.00,5.7,7.3,1.67,F,-57.524000,-46.229000,x
ANID,64520,2,2921,130.329398,36.67,620.50,130.342708,298.63,7.00,5.9,8.1,1.83,F,-39.307000,-44.378000,x
ANID,64526,2,2924,130.421528,44.17,709.50,130.434259,487.66,3.00,4.6,7.5,1.83,F,-39.503000,-44.261000,x
ANID,64532,2,2927,130.516088,40.17,757.00,130.536806,528.68,6.00,4.3,7.9,2.33,F,-39.074000,-44.273000,x
ANID,64546,2,2934,130.775926,35.33,737.00,130.787269,476.93,6.50,4.6,7.5,2.17,F,-39.013000,-44.360000,x
ANID,64552,2,2937,130.851505,34.67,299.00,130.863079,151.25,14.50,7.6,9.2,1.83,F,-39.057000,-44.261000,x
ANID,64582,2,2952,131.146875,24.17,230.00,131.153472,149.62,6.50,8.3,9.8,2.17,F,-38.859000,-44.162000,x
ANID,64602,2,2962,131.319907,26.00,190.00,131.330093,136.23,6.50,9.9,10.7,2.00,F,-38.822000,-44.115000,x
ANID,64604,2,2963,131.339352,24.00,233.50,131.353009,155.59,11.50,8.5,10.2,1.67,F,-38.865000,-44.139000,x
ANID,64618,2,2970,131.543403,44.00,700.50,131.559028,522.06,2.50,4.5,8.0,2.33,F,-38.773000,-44.069000,x
ANID,64632,2,2977,131.768171,40.00,684.50,131.777199,443.70,12.50,4.9,7.9,2.50,F,-38.598000,-43.981000,x
ANID,64648,2,2985,131.962500,15.83,137.00,131.971644,105.78,5.00,8.5,9.5,2.17,F,-38.613000,-43.958000,x
ANID,64690,2,3006,132.298148,25.33,589.50,132.305324,355.18,3.00,6.4,9.1,2.00,F,-38.656000,-43.748000,x
ANID,64724,2,3023,132.799653,38.33,412.00,132.815278,296.72,4.50,5.2,7.5,2.17,F,-37.808000,-44.005000,x
ANID,64793,1,3058,61.995718,16.83,136.00,61.996644,83.19,3.00,8.0,8.6,1.50,F,-58.814000,-45.493000,x
ANID,64882,2,3102,134.419097,55.50,813.50,134.436806,536.14,2.50,7.0,11.1,2.67,F,-38.365000,-44.253000,x
ANID,64918,2,3120,134.912269,22.00,373.00,134.919329,251.58,5.50,5.8,8.4,1.83,F,-38.263000,-44.371000,x
ANID,64924,2,3123,134.974421,35.50,395.50,134.994097,301.57,3.00,5.3,8.1,2.00,F,-38.319000,-44.430000,x
ANID,64944,2,3133,135.190046,24.17,523.00,135.201736,248.82,5.50,5.5,8.1,1.83,F,-38.426000,-44.513000,x
ANID,64956,2,3139,135.308796,44.83,227.50,135.313310,166.78,5.00,7.7,9.5,1.83,F,-38.505000,-44.501000,x
ANID,64972,2,3147,135.618056,43.83,784.00,135.633681,595.65,3.50,4.1,8.0,2.67,F,-38.538000,-44.477000,x
ANID,65009,1,3166,64.032523,18.83,580.50,64.041435,327.83,2.50,4.8,7.4,2.33,F,-58.748000,-44.236000,x
ANID,65014,2,3168,136.040278,26.50,477.50,136.046759,334.31,4.00,5.5,7.1,2.00,F,-38.737000,-44.538000,x
ANID,65023,1,3173,64.143403,22.33,584.50,64.153472,388.10,2.50,4.6,7.6,2.67,F,-58.836000,-44.020000,x
ANID,65029,1,3176,64.195949,17.33,571.50,64.202778,299.83,2.50,5.3,17.6,55.67,F,-58.776000,-44.104000,x
ANID,65033,1,3178,64.304167,18.50,229.50,64.313889,143.14,4.50,10.6,22.3,71.50,F,-58.768000,-44.080000,x
ANID,65042,2,3182,136.303819,27.67,724.50,136.310764,402.43,4.00,5.0,7.4,1.83,F,-38.985000,-44.530000,x
ANID,65047,1,3185,64.502546,29.67,618.00,64.513657,429.26,3.50,4.5,8.5,3.33,F,-59.107000,-43.873000,x
ANID,65073,1,3198,64.831944,20.00,540.00,64.837384,334.91,4.50,4.9,7.4,2.33,F,-58.890000,-43.811000,x
ANID,65074,2,3198,136.825347,1.33,3.50,136.825579,3.00,2.50,NULL,7.1,0.33,F,-39.128000,-44.584000,x
ANID,65091,1,3207,65.019097,20.67,574.50,65.025694,358.65,8.00,5.3,7.9,2.33,F,-58.987000,-43.795000,x
ANID,65096,2,3209,137.023727,25.50,497.50,137.028819,348.23,4.50,5.7,7.3,2.00,F,-39.548000,-44.639000,x
ANID,65114,2,3218,137.178356,21.67,484.00,137.186806,317.73,5.50,5.5,7.4,1.83,F,-39.451000,-44.694000,x
ANID,65164,2,3243,137.866551,30.17,632.50,137.878356,384.61,10.00,4.8,7.4,2.17,F,-39.577000,-44.700000,x
ANID,65190,2,3256,138.105903,23.67,452.50,138.115046,292.02,5.50,5.3,7.5,1.83,F,-39.671000,-44.732000,x
ANID,65208,2,3265,138.275000,31.33,674.00,138.288773,438.60,10.50,4.8,7.6,2.17,F,-40.044000,-44.724000,x
ANID,65232,2,3277,138.596991,41.17,1112.50,138.613889,634.17,6.50,4.2,8.8,2.33,F,-39.846000,-44.663000,x
ANID,65250,2,3286,138.845602,35.83,489.50,138.861343,238.22,10.00,6.0,8.9,2.00,F,-40.124000,-44.752000,x
ANID,65258,2,3290,138.931250,23.83,432.00,138.936227,299.49,3.00,6.6,8.6,2.00,F,-40.126000,-44.848000,x
ANID,65275,1,3299,66.484722,14.00,106.00,66.487269,90.15,3.00,8.4,10.6,1.50,Pv,-60.247000,-43.251000,x
