claveU,ID,nroViaje,dive,julianoIni,duration,MaxDepth,julianoMax,AvgDepth,MinDepth,BottomTemp,SurfaceTemp,intervaloEnSuperficie,donde,longi,lati,actuBuceo
ANID,65276,2,3299,139.088426,25.50,542.00,139.100000,369.28,13.50,5.6,8.9,2.17,F,-40.261000,-44.759000,x
ANID,65277,1,3300,66.495486,14.17,106.00,66.501852,91.25,4.00,7.9,10.6,1.33,Pv,-60.201000,-43.265000,x
ANID,65308,2,3315,139.421991,38.33,742.00,139.439005,474.28,6.50,4.9,8.8,2.00,F,-40.365000,-44.953000,x
ANID,65313,1,3318,66.719444,19.33,105.00,66.720718,96.08,11.50,11.0,11.6,1.67,Pv,-60.861000,-43.312000,x
ANID,65324,2,3323,139.665856,38.33,976.00,139.682755,565.55,4.50,4.7,9.3,2.33,F,-40.260000,-44.625000,x
ANID,65329,1,3326,66.825116,17.67,102.00,66.831944,81.30,3.50,8.7,11.4,1.33,Pv,-60.661000,-43.233000,x
ANID,65332,2,3327,139.729398,40.83,843.00,139.744792,528.32,3.50,4.9,8.7,2.00,F,-40.387000,-44.743000,x
ANID,65342,2,3332,139.851736,21.83,490.00,139.858681,266.68,5.00,8.1,9.6,2.33,F,-40.527000,-44.609000,x
ANID,65347,1,3335,66.943403,15.00,93.00,66.945370,84.29,6.00,9.2,10.7,1.17,Pv,-60.899000,-43.152000,x
ANID,65364,2,3343,140.009606,16.67,631.50,140.015394,364.40,9.50,6.7,9.2,2.00,F,-40.761000,-44.719000,x
ANID,65370,2,3346,140.051968,20.17,627.00,140.061343,361.52,9.50,6.3,9.0,2.17,F,-40.694000,-44.732000,x
ANID,65374,2,3348,140.083102,16.17,426.00,140.088194,265.65,3.00,7.5,9.7,1.67,F,-40.659000,-44.689000,x
ANID,65442,2,3382,140.889815,21.33,398.50,140.896528,255.78,10.50,7.1,9.0,1.67,F,-41.079000,-44.784000,x
ANID,65482,2,3402,141.217245,22.83,520.00,141.225116,321.77,3.00,10.2,13.0,2.17,F,-41.144000,-44.831000,x
ANID,65491,1,3407,67.854977,15.83,84.50,67.859838,63.64,6.50,14.1,16.5,1.67,Pv,-62.267000,-43.106000,x
ANID,65496,2,3409,141.326736,24.33,202.00,141.331944,142.46,2.50,12.8,14.8,1.83,F,-41.378000,-44.820000,x
ANID,65509,1,3416,67.957870,17.00,81.50,67.960532,70.71,7.50,11.2,12.2,1.33,Pv,-62.614000,-43.046000,x
ANID,65524,2,3423,141.746296,0.67,7.50,141.746528,4.25,2.50,NULL,9.4,2.67,F,-41.561000,-44.846000,x
ANID,65528,2,3425,141.754630,41.33,479.00,141.767130,377.56,3.00,5.5,8.4,2.33,F,-41.524000,-44.810000,x
ANID,65534,2,3428,141.832755,29.33,241.00,141.842245,176.86,4.00,7.4,9.5,1.83,F,-41.345000,-44.749000,x
ANID,65542,2,3432,141.906481,21.33,526.50,141.911227,294.33,11.00,7.2,8.8,2.00,F,-41.596000,-44.781000,x
ANID,65548,2,3435,141.956597,18.17,671.50,141.963310,337.12,9.50,6.2,8.6,2.17,F,-41.630000,-44.846000,x
ANID,65570,2,3446,142.139120,20.33,485.00,142.142245,314.74,2.50,7.5,8.3,2.00,F,-41.980000,-44.752000,x
ANID,65579,1,3451,68.332407,13.83,58.00,68.340394,49.49,6.00,12.1,13.5,1.33,Pv,-62.899000,-42.916000,x
ANID,65596,2,3459,142.348264,23.83,524.50,142.353819,310.38,11.00,6.4,8.3,2.50,F,-41.702000,-44.755000,x
ANID,65628,2,3475,142.845718,34.17,259.50,142.858102,197.77,6.00,7.1,8.8,2.00,F,-42.206000,-44.740000,x
ANID,65635,1,3479,68.592824,14.33,79.00,68.594329,49.13,10.50,15.0,15.5,1.33,Pv,-63.451000,-42.817000,x
ANID,65662,2,3492,143.132870,22.00,517.00,143.139583,330.36,3.00,6.0,8.3,2.00,F,-42.436000,-44.674000,x
ANID,65712,2,3535,144.082986,23.50,505.50,144.094907,332.08,9.00,5.2,7.7,2.00,F,-42.892000,-44.750000,x
ANID,65714,2,3537,144.120023,28.00,460.50,144.134144,333.98,9.00,5.1,7.6,2.17,F,-42.956000,-44.792000,x
ANID,65718,2,3541,144.193519,21.50,505.00,144.203356,341.11,6.50,5.1,7.5,2.00,F,-42.998000,-44.823000,x
ANID,65737,2,3560,144.623264,42.33,341.00,144.647685,286.82,12.00,5.6,7.9,2.00,F,-43.111000,-44.883000,x
ANID,65760,2,3583,145.114583,22.83,463.50,145.118056,312.04,5.00,6.4,7.5,2.00,F,-43.350000,-44.971000,x
ANID,65775,2,3598,145.439931,42.00,449.00,145.455093,368.24,3.00,4.6,7.1,1.83,F,-43.510000,-44.966000,x
ANID,65787,2,3610,145.805671,25.50,481.50,145.814352,318.97,5.50,4.9,7.1,2.00,F,-43.578000,-45.011000,x
ANID,65837,2,3660,146.790278,35.00,415.00,146.800926,344.27,8.00,5.0,7.2,2.17,F,-43.647000,-45.124000,x
ANID,65840,2,3663,146.855787,25.83,284.00,146.868171,189.20,4.00,5.8,7.9,1.83,F,-43.668000,-45.125000,x
ANID,65849,2,3672,147.014236,30.33,208.50,147.017593,149.35,4.50,7.8,8.8,2.00,F,-43.645000,-45.112000,x
ANID,65862,2,3685,147.262963,20.33,404.50,147.273495,290.96,13.00,5.1,7.5,2.00,F,-43.664000,-45.111000,x
ANID,65882,2,3705,147.762616,37.67,537.50,147.767593,395.38,3.00,5.4,7.2,1.83,F,-43.592000,-45.157000,x
ANID,65910,2,3733,148.303935,40.67,152.00,148.306829,104.31,5.00,10.3,10.9,2.33,F,-43.866000,-45.158000,x
ANID,65930,2,3753,148.827894,23.00,579.00,148.837847,362.09,6.00,4.9,9.0,6.83,F,-43.739000,-45.219000,x
ANID,65941,2,3764,148.987037,24.50,163.50,148.990394,122.45,6.00,9.9,10.2,3.00,F,-44.008000,-45.400000,x
ANID,65946,2,3769,149.083912,26.50,313.50,149.091782,209.07,7.00,6.9,8.9,1.83,F,-43.877000,-45.568000,x
ANID,65967,2,3790,149.535069,38.67,524.00,149.545139,398.46,5.50,4.9,7.5,1.67,F,-44.159000,-45.554000,x
ANID,65974,2,3797,149.733796,32.50,494.50,149.747222,392.76,12.00,4.9,7.8,2.00,F,-44.181000,-45.646000,x
ANID,65991,2,3814,150.056481,21.50,459.50,150.065509,313.02,10.50,5.2,7.7,2.00,F,-44.097000,-45.701000,x
ANID,66001,2,3824,150.222338,20.67,492.00,150.226389,330.57,4.00,6.3,7.6,2.00,F,-44.057000,-45.684000,x
ANID,66003,2,3826,150.253588,20.33,517.50,150.258449,334.86,4.50,5.9,7.5,2.17,F,-44.026000,-45.705000,x
ANID,66005,2,3828,150.283449,21.00,487.50,150.287153,342.27,3.50,6.6,7.6,2.00,F,-44.099000,-45.670000,x
ANID,66009,2,3832,150.348727,24.33,503.00,150.360532,348.81,10.00,5.1,7.7,2.00,F,-43.826000,-45.789000,x
ANID,66024,2,3847,150.753819,40.83,503.00,150.768519,416.53,12.50,4.8,7.6,2.00,F,-43.834000,-45.689000,x
ANID,66031,2,3854,150.906250,17.83,500.50,150.912731,282.34,3.00,5.8,8.2,1.83,F,-43.908000,-45.712000,x
ANID,66042,2,3865,151.106481,23.00,500.00,151.112616,334.03,8.00,6.2,8.2,2.00,F,-43.691000,-45.763000,x
ANID,66050,2,3873,151.309606,27.00,573.50,151.319676,386.24,7.00,5.5,8.1,2.17,F,-43.839000,-45.779000,x
ANID,66051,2,3874,151.329861,27.00,523.00,151.335301,353.28,3.50,6.6,8.3,2.17,F,-43.920000,-45.738000,x
ANID,66057,2,3880,151.491551,46.83,1052.00,151.507639,539.94,3.00,4.6,7.9,2.00,F,-43.869000,-45.748000,x
ANID,66083,2,3906,152.085764,21.50,496.50,152.091782,340.14,4.50,5.5,7.6,2.17,F,-43.874000,-45.616000,x
ANID,66086,2,3909,152.137384,20.00,467.00,152.145139,320.05,11.00,5.4,7.8,2.17,F,-43.911000,-45.546000,x
ANID,66106,2,3929,152.559144,31.67,812.00,152.568981,496.89,4.00,4.7,10.8,3.50,F,-43.932000,-45.493000,x
ANID,66116,2,3939,152.781597,34.50,476.50,152.788426,357.86,9.50,5.4,7.5,2.00,F,-43.986000,-45.429000,x
ANID,66118,2,3941,152.825463,25.00,256.50,152.831250,206.14,9.50,6.3,8.3,1.83,F,-43.928000,-45.441000,x
ANID,66130,2,3953,153.070255,22.67,502.50,153.075926,337.90,9.00,6.2,8.0,2.17,F,-44.052000,-45.448000,x
ANID,66144,2,3967,153.296296,24.33,529.00,153.304630,335.28,6.00,5.4,8.0,2.17,F,-43.981000,-45.410000,x
ANID,66147,2,3970,153.357292,45.67,191.00,153.360417,133.50,4.00,9.3,10.3,1.83,F,-43.995000,-45.416000,x
ANID,66148,2,3971,153.390278,48.67,281.50,153.419907,207.05,12.00,6.7,8.8,1.67,F,-43.999000,-45.411000,x
ANID,66150,2,3973,153.462153,45.00,823.00,153.478588,489.81,6.50,4.3,7.2,2.00,F,-44.025000,-45.410000,x
ANID,66159,2,3982,153.756366,0.67,24.50,153.756597,17.63,9.50,NULL,9.4,6.33,F,-43.969000,-45.351000,x
ANID,66181,2,4004,154.191898,20.83,518.00,154.198148,328.47,4.00,5.6,7.6,1.83,F,-44.181000,-45.366000,x
ANID,66189,2,4012,154.378588,43.67,259.00,154.403356,177.26,13.00,5.8,7.9,1.83,F,-44.208000,-45.407000,x
ANID,66191,2,4014,154.445139,48.83,510.00,154.467014,403.77,11.00,4.4,7.6,2.00,F,-44.216000,-45.369000,x
ANID,66215,2,4038,155.046644,17.50,223.50,155.052431,138.66,3.00,8.2,10.3,1.67,F,-44.735000,-45.460000,x
ANID,66245,2,4068,155.758796,34.83,442.50,155.766898,362.91,4.00,4.6,7.0,2.00,F,-45.395000,-45.377000,x
ANID,66259,2,4082,156.024769,26.00,167.00,156.027546,138.57,11.50,8.5,9.0,1.83,F,-45.556000,-45.303000,x
ANID,66276,2,4099,156.321181,21.50,470.50,156.329282,329.83,7.00,5.2,7.8,1.83,F,-45.952000,-45.174000,x
ANID,66285,2,4108,156.563079,34.83,822.00,156.578125,505.36,8.00,4.4,9.6,7.17,F,-45.915000,-45.165000,x
ANID,66300,2,4123,156.853472,24.50,650.00,156.863194,344.34,5.50,5.4,8.4,2.17,F,-46.013000,-45.090000,x
ANID,66303,2,4126,156.902662,21.50,461.00,156.911921,323.92,10.00,5.5,8.0,2.33,F,-46.016000,-45.067000,x
ANID,66310,2,4133,157.015394,19.50,478.50,157.018866,320.64,12.50,6.8,7.9,2.17,F,-45.993000,-45.087000,x
ANID,66335,2,4158,157.481481,38.50,332.00,157.486458,267.30,7.00,6.6,8.4,2.33,F,-46.249000,-44.973000,x
ANID,66337,2,4160,157.540972,48.00,564.50,157.552199,448.95,3.50,5.5,8.2,2.33,F,-46.064000,-44.934000,x
ANID,66350,2,4173,157.879745,27.67,499.50,157.893750,345.36,4.50,5.0,7.9,2.17,F,-46.118000,-44.944000,x
ANID,66366,2,4189,158.162153,20.00,458.50,158.165972,318.94,7.00,6.8,8.3,2.00,F,-46.351000,-44.856000,x
ANID,66386,2,4209,158.644560,63.00,991.00,158.675463,591.38,13.50,4.1,7.8,2.33,F,-46.304000,-44.962000,x
ANID,66393,2,4216,158.858681,33.33,613.00,158.873958,359.09,2.50,5.0,8.2,2.17,F,-46.366000,-44.934000,x
ANID,66401,2,4224,158.982639,22.83,500.50,158.993519,340.69,10.00,5.5,8.0,2.00,F,-46.385000,-44.988000,x
ANID,66458,2,4281,160.163542,1.17,3.00,160.164005,2.57,2.50,NULL,18.8,1.83,F,-46.247000,-44.945000,x
ANID,66530,2,4353,160.905093,23.33,611.00,160.913426,360.95,5.00,5.3,7.8,2.50,F,-46.026000,-44.619000,x
ANID,66540,2,4363,161.086227,20.00,562.00,161.094213,358.72,6.00,5.4,7.8,3.00,F,-46.055000,-44.555000,x
ANID,66543,2,4366,161.135532,33.00,604.50,161.147569,436.84,5.00,5.0,7.6,2.83,F,-46.187000,-44.356000,x
ANID,66558,2,4381,161.483449,49.50,572.50,161.501389,434.27,4.50,5.1,9.0,2.67,F,-45.791000,-44.346000,x
ANID,66570,2,4393,161.812037,33.67,739.50,161.818981,459.24,5.00,5.4,8.0,2.33,F,-45.725000,-44.169000,x
ANID,66580,2,4403,162.013079,23.17,570.50,162.019560,377.17,7.50,5.9,8.3,2.33,F,-45.720000,-44.047000,x
ANID,66609,2,4432,162.630208,46.33,801.50,162.653125,564.99,9.00,4.4,8.7,2.33,F,-45.643000,-43.767000,x
ANID,66642,2,4465,163.344792,25.17,534.50,163.356944,367.74,2.50,5.8,9.2,2.17,F,-45.675000,-43.450000,x
ANID,66645,2,4468,163.404861,25.17,747.00,163.412616,401.64,3.00,6.0,9.2,2.00,F,-45.672000,-43.381000,x
ANID,66660,2,4483,163.848611,30.33,594.00,163.861806,349.10,4.00,6.5,10.1,2.33,F,-45.580000,-43.258000,x
ANID,66675,2,4498,164.124769,20.67,627.50,164.129398,393.00,10.50,7.8,9.8,2.33,F,-45.478000,-43.029000,x
ANID,66687,2,4510,164.347338,27.67,599.00,164.357986,373.65,12.00,6.3,10.2,2.83,F,-45.722000,-43.066000,x
ANID,66716,2,4539,165.090278,21.50,660.00,165.098727,360.75,9.00,6.0,9.0,2.33,F,-45.605000,-42.909000,x
ANID,66731,2,4554,165.337269,27.83,608.50,165.345949,377.64,10.50,5.9,9.2,2.83,F,-45.417000,-42.598000,x
ANID,66738,2,4561,165.489120,51.33,452.00,165.518287,325.76,3.00,5.8,10.0,2.00,F,-44.761000,-42.767000,x
ANID,66748,2,4571,165.817014,30.33,573.50,165.830440,325.29,4.00,5.7,9.0,2.00,F,-45.058000,-42.435000,x
ANID,66751,2,4574,165.882176,30.17,475.50,165.895023,296.93,4.50,6.3,9.3,2.33,F,-44.847000,-42.253000,x
ANID,66781,2,4604,166.549537,50.33,1002.00,166.567940,544.24,2.50,6.4,10.4,2.33,F,-44.860000,-42.088000,x
ANID,66797,2,4620,166.984028,28.17,590.50,166.995255,408.23,6.00,5.5,9.2,2.33,F,-44.671000,-42.002000,x
ANID,66831,2,4654,167.724306,65.83,480.50,167.753704,406.29,2.50,5.3,8.3,0.83,F,-44.718000,-41.781000,x
ANID,66843,2,4666,167.973727,21.33,536.00,167.978125,339.05,14.00,7.0,8.8,2.17,F,-44.222000,-41.656000,x
ANID,66850,2,4673,168.111690,26.00,593.50,168.116319,385.27,2.50,6.9,8.6,2.33,F,-44.067000,-41.500000,x
ANID,66860,2,4683,168.312616,27.33,636.00,168.321181,403.48,7.00,5.8,8.8,2.17,F,-43.935000,-41.555000,x
ANID,66879,2,4702,168.825231,26.33,337.50,168.832060,263.69,4.50,7.3,9.8,2.17,F,-43.916000,-41.592000,x
ANID,66888,2,4711,169.025000,27.17,517.50,169.036690,351.32,3.00,6.3,9.5,2.33,F,-43.701000,-41.619000,x
ANID,66891,2,4714,169.083565,23.50,601.50,169.090162,380.32,5.00,6.4,9.0,2.33,F,-43.781000,-41.618000,x
ANID,66899,2,4722,169.223148,24.17,595.00,169.227431,386.07,12.50,7.0,8.8,2.33,F,-43.492000,-41.599000,x
ANID,66904,2,4727,169.314815,23.00,548.50,169.324306,337.76,6.50,5.9,8.9,2.17,F,-43.647000,-41.699000,x
ANID,66912,2,4735,169.501505,59.00,579.50,169.525463,450.26,8.50,6.0,10.0,2.00,F,-43.572000,-41.742000,x
ANID,66924,2,4747,169.892708,25.67,481.00,169.899306,307.40,4.50,7.0,8.9,2.17,F,-43.439000,-41.786000,x
ANID,66933,2,4756,170.069560,26.50,500.50,170.077199,350.56,14.00,6.2,8.7,2.00,F,-43.403000,-41.884000,x
ANID,66935,2,4758,170.106019,24.00,490.50,170.110648,349.11,3.50,7.0,8.7,2.17,F,-43.367000,-41.905000,x
ANID,66937,2,4760,170.143287,23.33,514.50,170.149190,352.51,12.50,6.4,8.7,2.17,F,-43.368000,-41.927000,x
ANID,66949,2,4772,170.426042,45.83,950.50,170.446644,513.73,8.00,4.6,8.7,2.00,F,-43.289000,-42.022000,x
ANID,66966,2,4789,170.949306,24.50,569.00,170.955787,379.38,2.50,6.2,8.5,2.17,F,-43.253000,-42.217000,x
ANID,66973,2,4796,171.086690,25.50,560.00,171.095139,379.10,3.50,5.7,8.4,2.00,F,-42.653000,-42.064000,x
ANID,66979,2,4802,171.202199,25.67,576.50,171.209144,390.73,4.50,5.9,8.3,2.17,F,-42.823000,-42.222000,x
ANID,67036,2,4859,172.690278,55.83,1106.50,172.708681,656.55,10.00,4.4,10.8,2.83,F,-42.746000,-42.791000,x
ANID,67043,2,4866,172.906829,28.50,595.00,172.913657,363.56,5.50,6.2,8.5,2.17,F,-42.597000,-42.775000,x
ANID,67047,2,4870,172.992014,23.83,594.50,172.998727,334.82,3.00,6.2,8.3,2.17,F,-42.585000,-42.803000,x
ANID,67079,2,4902,173.684606,52.83,1138.50,173.709491,599.13,6.50,4.1,7.4,2.50,F,-42.652000,-43.056000,x
ANID,67090,2,4913,173.977083,26.50,572.00,173.988889,377.06,8.50,6.3,9.4,2.17,F,-42.508000,-43.062000,x
ANID,67107,2,4930,174.296528,29.17,471.00,174.307292,336.90,14.50,9.6,12.2,2.33,F,-42.414000,-43.184000,x
ANID,67131,2,4954,174.996528,29.00,522.00,175.002662,354.84,3.50,5.6,7.2,2.00,F,-42.265000,-43.251000,x
ANID,67164,2,4987,175.785417,36.33,491.00,175.794329,359.36,4.50,5.1,6.9,2.17,F,-42.177000,-43.383000,x
ANID,67180,2,5003,176.102199,21.00,503.50,176.109144,317.71,6.50,9.0,11.3,2.50,F,-42.182000,-43.463000,x
ANID,67192,2,5015,176.305440,22.17,164.50,176.312037,123.62,8.50,12.4,16.1,56.83,F,-42.081000,-43.493000,x
ANID,67197,2,5020,176.473148,50.33,560.50,176.500579,427.85,2.50,4.1,7.0,2.83,F,-42.119000,-43.471000,x
ANID,67252,2,5075,177.892477,26.33,154.50,177.899537,116.73,2.50,7.5,8.8,4.33,F,-42.597000,-43.878000,x
ANID,67308,2,5131,179.287037,23.50,613.00,179.294097,386.06,5.50,4.7,6.4,2.33,F,-43.380000,-44.065000,x
ANID,67312,2,5135,179.360764,27.33,228.50,179.370949,157.62,3.00,5.6,7.8,3.33,F,-43.423000,-44.074000,x
ANID,67332,2,5155,179.873727,24.67,244.00,179.883796,176.22,4.00,5.2,7.3,4.33,F,-43.609000,-44.033000,x
ANID,67342,2,5165,180.033681,24.67,152.00,180.043403,118.52,5.00,6.6,7.9,1.83,F,-43.598000,-44.022000,x
ANID,67348,2,5171,180.143981,24.00,230.00,180.152778,142.52,4.50,5.9,7.6,1.83,F,-43.545000,-44.064000,x
ANID,67378,2,5201,180.790162,30.83,800.50,180.800579,480.48,6.00,4.4,6.4,2.00,F,-43.839000,-43.905000,x
ANID,67386,2,5209,180.946412,22.83,706.00,180.952894,438.95,4.00,4.8,6.5,2.33,F,-43.848000,-43.916000,x
ANID,67390,2,5213,181.015741,26.50,698.00,181.022917,390.67,4.00,4.7,7.0,2.00,F,-43.846000,-43.885000,x
ANID,67414,2,5237,181.479282,38.17,795.50,181.498380,579.96,12.00,4.2,6.2,2.33,F,-44.220000,-43.825000,x
ANID,67426,2,5249,181.829745,28.00,564.00,181.842477,364.01,5.50,4.4,6.8,2.00,F,-44.198000,-43.862000,x
ANID,67454,2,5277,182.335764,23.33,902.00,182.344676,493.19,6.50,4.4,6.3,2.33,F,-44.300000,-43.727000,x
ANID,67475,2,5298,182.815394,29.33,968.50,182.823495,506.15,10.00,4.4,6.3,2.00,F,-44.445000,-43.655000,x
ANID,67487,2,5310,183.008565,23.33,877.50,183.015162,506.40,2.50,4.7,6.5,2.50,F,-44.515000,-43.661000,x
ANID,67491,2,5314,183.079977,21.83,864.00,183.087384,467.25,8.00,4.6,6.7,2.83,F,-44.439000,-43.611000,x
ANID,67516,2,5339,183.539236,41.17,758.00,183.559606,567.02,2.50,4.1,7.0,2.00,F,-44.711000,-43.498000,x
ANID,67523,2,5346,183.763889,35.83,805.00,183.781134,583.79,3.50,4.0,6.2,2.50,F,-44.613000,-43.435000,x
ANID,67534,2,5357,183.989931,30.17,686.50,184.002431,432.22,11.00,4.5,6.5,2.33,F,-44.879000,-43.376000,x
ANID,67536,2,5359,184.036806,30.50,513.50,184.053125,382.77,4.50,4.5,6.6,2.33,F,-44.817000,-43.376000,x
ANID,67537,2,5360,184.059606,28.67,495.00,184.066088,380.14,13.00,5.0,6.6,2.33,F,-44.895000,-43.385000,x
ANID,67541,2,5364,184.132986,23.83,851.50,184.143287,521.85,14.50,4.3,6.4,2.67,F,-44.917000,-43.473000,x
ANID,67564,2,5387,184.756134,36.50,792.50,184.775347,597.47,13.00,4.1,6.2,2.33,F,-45.031000,-43.289000,x
ANID,67629,2,5452,186.482523,53.67,753.50,186.512616,581.97,6.00,4.1,6.9,2.33,F,-45.453000,-42.960000,x
ANID,67631,2,5454,186.559259,48.17,926.00,186.580903,590.89,2.50,4.0,6.9,2.17,F,-45.496000,-42.997000,x
ANID,67647,2,5470,186.996181,26.00,237.50,187.007870,124.15,5.50,5.4,7.0,1.83,F,-45.414000,-43.098000,x
ANID,67671,2,5494,187.523380,51.17,777.50,187.550579,608.64,6.00,4.2,6.5,2.17,F,-45.414000,-43.228000,x
ANID,67675,2,5498,187.661574,40.67,1264.50,187.677083,678.40,3.50,4.0,6.6,2.33,F,-45.457000,-43.290000,x
ANID,67680,2,5503,187.806134,32.00,1031.00,187.815625,578.68,9.00,4.3,6.6,2.00,F,-45.409000,-43.333000,x
ANID,67694,2,5517,188.148148,26.50,545.00,188.159838,371.78,8.00,5.2,7.8,2.33,F,-46.077000,-43.281000,x
ANID,67704,2,5527,188.334954,38.00,247.00,188.357639,184.05,4.50,5.7,7.7,2.00,F,-45.785000,-43.272000,x
ANID,67721,2,5544,188.796759,30.17,1037.50,188.806019,609.58,3.50,4.4,6.5,2.50,F,-45.954000,-43.241000,x
ANID,67747,2,5570,189.427894,46.17,752.00,189.448148,428.63,2.50,7.4,11.2,2.83,F,-46.180000,-43.130000,x
ANID,67759,2,5582,189.787847,31.83,1006.50,189.800926,580.75,7.00,4.1,6.5,2.67,F,-46.261000,-43.146000,x
ANID,67774,2,5597,190.136806,28.00,495.00,190.146181,367.35,8.00,4.8,7.2,2.50,F,-46.074000,-43.165000,x
ANID,67781,2,5604,190.275694,24.50,200.50,190.283449,160.47,6.00,6.8,8.4,2.83,F,-46.163000,-43.175000,x
ANID,67788,2,5611,190.425463,43.17,676.50,190.447801,463.92,4.00,4.6,6.9,2.17,F,-46.248000,-43.033000,x
ANID,67813,2,5636,191.016551,24.67,416.50,191.024074,310.59,10.00,5.4,7.4,2.17,F,-46.770000,-42.931000,x
ANID,67823,2,5646,191.196412,26.50,458.00,191.201736,346.17,9.50,6.5,7.9,2.67,F,-45.924000,-42.992000,x
ANID,67830,2,5653,191.337153,25.50,500.50,191.347222,287.63,3.00,5.1,7.2,2.17,F,-46.288000,-43.046000,x
ANID,67834,2,5657,191.413194,38.33,445.50,191.423843,344.17,8.50,5.7,7.6,2.00,F,-46.234000,-43.038000,x
ANID,67841,2,5664,191.633449,40.33,886.50,191.651389,643.35,3.00,4.0,7.0,2.17,F,-46.190000,-43.111000,x
ANID,67864,2,5687,192.188657,36.17,286.00,192.201852,222.63,2.50,5.4,7.6,2.00,F,-46.370000,-43.180000,x
ANID,67869,2,5692,192.319792,38.83,817.00,192.337384,408.54,5.00,4.3,6.9,2.00,F,-46.305000,-43.153000,x
ANID,67905,2,5728,193.303472,43.17,597.50,193.321528,380.13,4.00,5.4,7.5,2.33,F,-46.204000,-43.179000,x
ANID,67910,2,5733,193.444560,39.17,516.50,193.457060,388.10,8.50,5.8,8.1,2.33,F,-46.369000,-43.187000,x
ANID,67940,2,5763,194.313310,28.83,1060.50,194.323148,523.86,3.50,4.4,6.9,2.50,F,-46.252000,-43.146000,x
ANID,67946,2,5769,194.501852,47.33,585.00,194.524653,379.91,8.00,4.3,7.0,2.50,F,-46.586000,-43.202000,x
ANID,67955,2,5778,194.814352,33.00,654.00,194.826505,368.89,5.50,4.7,7.8,2.50,F,-46.528000,-43.124000,x
ANID,67962,2,5785,194.961458,24.67,541.50,194.965162,375.97,3.00,6.6,16.5,122.17,F,-45.988000,-43.278000,x
ANID,67995,2,5818,195.803009,35.83,1016.50,195.814583,582.45,11.00,4.5,7.9,2.00,F,-45.982000,-43.559000,x
ANID,67998,2,5821,195.876157,26.67,560.50,195.888079,306.45,2.50,5.6,8.5,2.00,F,-45.660000,-43.490000,x
ANID,68005,2,5828,196.010532,23.50,548.50,196.015046,331.18,8.50,6.6,8.4,2.00,F,-45.603000,-43.533000,x
ANID,68012,2,5835,196.158796,27.83,564.00,196.168750,357.81,9.50,5.7,8.1,2.17,F,-45.075000,-43.698000,x
ANID,68021,2,5844,196.341435,42.33,283.50,196.365046,211.44,6.50,6.7,9.2,2.00,F,-45.576000,-43.543000,x
ANID,68036,2,5859,196.862616,45.67,623.00,196.873727,349.55,3.50,5.2,8.5,2.00,F,-45.364000,-43.746000,x
ANID,68059,2,5882,197.458449,43.83,1149.50,197.471296,607.55,10.50,4.2,7.0,2.33,F,-44.733000,-44.292000,x
ANID,68066,2,5889,197.723727,47.67,1039.00,197.737384,636.02,12.50,4.2,7.6,2.33,F,-45.425000,-43.873000,x
ANID,68134,2,5957,199.846759,30.83,830.00,199.855324,426.22,10.00,4.7,7.7,2.17,F,-46.335000,-44.304000,x
ANID,68152,2,5975,200.207060,26.50,565.50,200.215741,373.35,4.00,5.0,7.3,2.50,F,-46.376000,-44.293000,x
ANID,68159,2,5982,200.329861,22.83,613.00,200.339931,354.61,3.00,4.9,7.3,2.17,F,-46.970000,-44.298000,x
ANID,68183,2,6006,200.998264,37.83,545.50,201.003356,309.03,3.50,5.7,7.7,2.33,F,-47.329000,-44.272000,x
ANID,68189,2,6012,201.127083,23.33,481.00,201.136458,329.07,11.50,5.2,7.3,2.17,F,-47.382000,-44.289000,x
ANID,68214,2,6037,201.769560,38.17,902.00,201.785417,559.56,13.00,4.2,7.2,2.33,F,-47.686000,-44.186000,x
ANID,68223,2,6046,201.979630,47.17,557.00,201.986806,434.05,3.00,5.7,7.9,1.83,F,-47.767000,-44.198000,x
ANID,68237,2,6060,202.310069,25.83,523.00,202.317477,368.51,5.00,5.9,8.2,2.17,F,-48.909000,-43.747000,x
ANID,68277,2,6100,203.304398,24.67,560.00,203.311227,362.21,3.50,5.5,7.9,2.33,F,-49.114000,-44.097000,x
ANID,68295,2,6118,203.809954,41.00,852.50,203.824769,505.39,8.00,4.5,8.6,1.67,F,-48.926000,-44.071000,x
ANID,68297,2,6120,203.863542,52.00,769.00,203.877778,522.89,10.00,4.8,7.8,2.83,F,-48.747000,-44.068000,x
ANID,68305,2,6128,204.031597,24.33,508.00,204.040856,371.78,11.00,5.5,8.0,2.33,F,-48.964000,-44.044000,x
ANID,68309,2,6132,204.103241,21.17,489.00,204.110301,331.70,3.00,5.7,7.9,2.00,F,-48.846000,-44.017000,x
ANID,68378,2,6201,205.743866,38.33,1006.50,205.759375,613.70,5.50,5.4,8.4,2.83,F,-49.890000,-43.867000,x
ANID,68410,2,6233,206.514583,45.50,1011.50,206.526852,594.16,13.00,4.7,9.4,2.67,F,-50.275000,-43.794000,x
ANID,68419,2,6242,206.823495,37.00,915.50,206.838310,578.83,2.50,4.5,7.6,2.33,F,-50.535000,-43.791000,x
ANID,68429,2,6252,207.036806,27.83,561.00,207.044560,370.21,5.00,5.8,8.3,2.17,F,-50.455000,-43.770000,x
ANID,68489,2,6312,208.289236,28.33,798.00,208.300347,431.08,6.50,6.2,9.5,2.17,F,-50.219000,-43.797000,x
